ID,AÑO,MES,SEMANA,DATE,NANDINA,IMPORTER,FACTURA,CUSTOMS,MODE OF TRANSPORT,TRANSPORT NAME,ORIGIN,DEPARTURE,QUANTITY,UNIT OF MEASUREMENT,FOB U$S,UNIT FOB U$S,CIF U$S,UNIT CIF U$S,FREIGHT U$S,NET W. (KG),GROSS W.(KG),DETAIL OF MERCHANDISE,BULTOS,NANDINA,IVA,OTHERS,SUPPLIER,SUPPLIER  -  ADDRESS,SUPPLIER  -  TOWN,SUPPLIER  -  CONTACT
I0032019001799566,2019,11,45,2019-11-06,0306120000,LUXURY FOOD S.A.S.                      ,0024/2019     ,BOGOTA                        ,AEREO                    ,AVIANCA S.A. AEROVIA     ,ESPA?A              ,ESPA?A              ,5.00,kg                  ,16.76,3.35,111.30,22.26,94.37,5.00,13.80,"""G5IM1911189292 DO 19670 DECLARACION 3 DE 5,PRODUCTO: BOGAVANTE. ESTADO DE CONSERVACION: CO""                            ",000000001,0       ,19      ,0       ,AMRRUK GOLD FISH SL                                         ,AVDA ANTONIO ALMELA 11 1 2  46250                           ,VALENCIA                                ,                                
I0032019001799701,2019,11,45,2019-11-06,0306150000,LUXURY FOOD S.A.S.                      ,0024/2019     ,BOGOTA                        ,AEREO                    ,AVIANCA S.A. AEROVIA     ,ESPA?A              ,ESPA?A              ,3.00,kg                  ,10.05,3.35,66.77,22.26,56.62,3.00,8.28,"""G5IM1911189292 DO 19670 DECLARACION 4 DE 5,PRODUCTO: CIGALA. ESTADO DE CONSERVACION: CONGE""                            ",000000001,0       ,19      ,0       ,AMRRUK GOLD FISH SL                                         ,AVDA ANTONIO ALMELA 11 1 2  46250                           ,VALENCIA                                ,                                
I0352019000520047,2019,11,45,2019-11-07,0306179900,INTERMARES L SAS                        ,001-007-000016,BUENAVENTURA                  ,MARITIMO                 ,NAVENAL LTDA             ,ECUADOR             ,ECUADOR             ,23879.64,kg                  ,126458.85,5.30,128356.43,5.38,632.99,23879.64,26003.00,"""DO I-421-BUN/2019 PEDIDO 16600 DECLARACION 1 DE 1,FACTURA(S):001-007-000016600, MERCANCIA""                             ",000001974,0       ,0       ,0       ,INDUSTRIAL PESQUERA SANTA PRISCILA S.A.                     ,KM. 5 1/2 VIA A DAULE                                       ,GUAYAQUIL                               ,                                
I0372019000020898,2019,11,45,2019-11-07,0306179900,IMPORTADORA NARINENSE DE PESCADO S.A.S  ,001-001-000001,IPIALES                       ,TERRESTRE                ,SATENA S.A.              ,ECUADOR             ,ECUADOR             ,10680.00,kg                  ,16020.00,1.50,16250.10,1.52,69.90,10680.00,11210.00,DIM 1/1 DO1505-IP19 PEDIDO 07/11/2019 PRODUCTO : CAMARON DE CULTIVO PRECOCIDO. CANTIDAD :                               ,000000534,0       ,0       ,0       ,FRIGORIFICO ?LOPEZ?LOPEZ MOLINA MARIA ALEXANDRA             ,ABDON CALDERON AV 38 S/N Y CALLE 25 DE D                    ,MANTA                                   ,                                
I0372019000020899,2019,11,45,2019-11-07,0306179900,IMPORTADORA NARINENSE DE PESCADO S.A.S  ,S-001-001-0021,IPIALES                       ,TERRESTRE                ,SATENA S.A.              ,ECUADOR             ,ECUADOR             ,14300.00,kg                  ,27170.00,1.90,27401.42,1.92,40.28,14300.00,15015.00,DIM 1/2 DO1506-IP19 PEDIDO 07/11/2019 PRODUCTO : CAMARON DE CULTIVO PRECOCIDO. CANTIDAD :                               ,000000750,0       ,0       ,0       ,PATSI LORENA YANEZ PEREZ - MARISCOS FRESCOS                 ,CDLA TOTORI MZ 566 VILLA 6                                  ,GUAYAQUIL                               ,                                
I0372019000020901,2019,11,45,2019-11-07,0306179900,IMPORTADORA NARINENSE DE PESCADO S.A.S  ,S-001-001-0021,IPIALES                       ,TERRESTRE                ,SATENA S.A.              ,ECUADOR             ,ECUADOR             ,700.00,kg                  ,1260.00,1.80,1270.73,1.82,1.87,700.00,735.00,DIM 2/2 DO1506-IP19 PEDIDO 07/11/2019 PRODUCTO : CAMARON DE CULTIVO CRUDO. CANTIDAD : 700                               ,000000750,0       ,0       ,0       ,PATSI LORENA YANEZ PEREZ - MARISCOS FRESCOS                 ,CDLA TOTORI MZ 566 VILLA 6                                  ,GUAYAQUIL                               ,                                
I0352019000521647,2019,11,45,2019-11-08,0306179900,COMPANIA PESQUERA DEL MAR S.A.S         ,002-003-000013,BUENAVENTURA                  ,MARITIMO                 ,CIA TRANSPORTADORA       ,ECUADOR             ,ECUADOR             ,21710.00,kg                  ,137674.00,6.34,139843.70,6.44,792.96,21710.00,23838.57,DO 2019350051 PEDIDO TRAMITE: I2670 DECLARACION(1-1) FACTURA: 002-003-000013684 FECHA: 201                              ,000001086,0       ,0       ,0       ,OPERADORA Y PROCESADORA DE PRODUCTOS MARINOS OMARSA S.A     ,AV. BARCELONA S/N MUELLE OMARSA JUN                         ,ECUADOR                                 ,                                
I0352019000523222,2019,11,45,2019-11-08,0306179900,SOCIEDAD DE COMERCIALIZACION INTERNACION,002-003-000000,BUENAVENTURA                  ,MARITIMO                 ,FRONTIER AGENCIA MAR     ,ECUADOR             ,ECUADOR             ,18920.00,kg                  ,110970.60,5.87,112092.97,5.92,12.66,18920.00,19866.00,"DO 2019439 DECLARACION(1-2) VISTO BUENO AUNAP NO. VANAP-19-02811 DE 2019-09-04, VISTO BUEN                              ",000001300,0       ,0       ,0       ,ZAMBRITISA S.A.                                             ,"MAPASINGUE OESTE, CALLE TERCERA 438                         ",GUAYAQUIL                               ,                                
I0352019000523226,2019,11,45,2019-11-08,0306179900,SOCIEDAD DE COMERCIALIZACION INTERNACION,002-003-000000,BUENAVENTURA                  ,MARITIMO                 ,FRONTIER AGENCIA MAR     ,ECUADOR             ,ECUADOR             ,7080.00,kg                  ,41915.80,5.92,42336.04,5.98,1.08,7080.00,7434.00,"DO 2019439 DECLARACION(2-2) VISTO BUENO AUNAP NO. VANAP-19-01539 DE 2019-05-16, VISTO BUEN                              ",000001300,0       ,0       ,0       ,ZAMBRITISA S.A.                                             ,"MAPASINGUE OESTE, CALLE TERCERA 438                         ",GUAYAQUIL                               ,                                
I0372019000021000,2019,11,45,2019-11-08,0306179900,OSORIO RAMIREZ JAMER ANTONIO            ,001-006-000014,IPIALES                       ,TERRESTRE                ,SATENA S.A.              ,ECUADOR             ,ECUADOR             ,25000.00,kg                  ,147762.00,5.91,148650.81,5.95,588.81,25000.00,30000.00,DIM 1/1 DO1512-IP19 PEDIDO 08/11/2019 PRODUCTO : CAMARON PYD DE CULTIVO COCIDO. CANTIDAD :                              ,000002500,0       ,0       ,0       ,EXPALSA EXPORTADORA DE ALIMENTOS S.A.                       ,KM 6 1 2 VIA DURAN TAMBO                                    ,GUAYAQUIL                               ,                                
I0482019000857372,2019,11,45,2019-11-08,0306179900,INTERMARES L SAS                        ,001-007-000016,CARTAGENA ESPECIAL            ,MARITIMO                 ,HAPAG LLOYD COLOMBIA     ,ECUADOR             ,ECUADOR             ,23472.00,kg                  ,137780.68,5.87,139817.25,5.96,658.76,23472.00,25428.00,"""DO I-903-CTG/2019 PEDIDO 16700 DECLARACION 1 DE 1,FACTURA(S):001-007-000016700,MERCANCIA N""                            ",000001956,0       ,0       ,0       ,INDUSTRIAL PESQUERA SANTA PRISCILA S.A.                     ,KM. 5 1/2 VIA A DAULE                                       ,GUAYAQUIL                               ,                                
I0352019000528957,2019,11,46,2019-11-13,0306179900,INTERMARES L SAS                        ,001-007-000016,BUENAVENTURA                  ,MARITIMO                 ,NAVENAL LTDA             ,ECUADOR             ,ECUADOR             ,23400.00,kg                  ,150564.00,6.43,152519.39,6.52,449.75,23400.00,25350.00,"""DO I-436-BUN/2019 PEDIDO 16730 DECLARACION 1 DE 1,FACTURA(S):001-007-000016730,MERCANCIA N""                            ",000001950,0       ,0       ,0       ,INDUSTRIAL PESQUERA SANTA PRISCILA S.A.                     ,KM. 5 1/2 VIA A DAULE                                       ,GUAYAQUIL                               ,                                
I0372019000021259,2019,11,46,2019-11-13,0306179900,IMPORTADORA NARINENSE DE PESCADO S.A.S  ,002002-0000002,IPIALES                       ,TERRESTRE                ,SATENA S.A.              ,ECUADOR             ,ECUADOR             ,10000.00,kg                  ,57945.00,5.79,58384.73,5.84,139.72,10000.00,10650.00,DIM 1/1 DO1522-IP19 PEDIDO 13/11/2019 PRODUCTO : CAMARON DE CULTIVO PRECOCIDO. CANTIDAD :                               ,000000500,0       ,0       ,0       ,EXPORTADORA DE CAMARON ECUATORIANO EXCAMECOR CIA. LTDA.     ,"VIA PANAMERICANA, E/MANUELA SAENZ Y GUAR                    ",SANTA ROSA                              ,                                
I0372019000021296,2019,11,46,2019-11-13,0306179900,COMERCIALIZADORA FRESMAR S.A.S.         ,002-003-000000,IPIALES                       ,TERRESTRE                ,PROPIETARIOS DE CAMI     ,ECUADOR             ,ECUADOR             ,14000.00,kg                  ,81549.00,5.82,82427.15,5.89,62.66,14000.00,14700.00,"(D.O. 19-I-313 1/2) -  700 CAJAS. - CAMARON DE CULTIVO, PRECOCIDO, CONGELADO, PARA CONSUMO                              ",000001400,0       ,0       ,0       ,ZAMBRITISA S.A.                                             ,"MAPASINGUE OESTE, CALLE TERCERA 438                         ",GUAYAQUIL                               ,                                
I0372019000021299,2019,11,46,2019-11-13,0306179900,COMERCIALIZADORA FRESMAR S.A.S.         ,002-003-000000,IPIALES                       ,TERRESTRE                ,PROPIETARIOS DE CAMI     ,ECUADOR             ,ECUADOR             ,14000.00,kg                  ,76115.00,5.44,76965.97,5.50,89.82,14000.00,14700.00,"(D.O. 19-I-313 2/2) - 700 CAJAS.  - CAMARON DE CULTIVO, CRUDO, CONGELADO, PARA CONSUMO HUM                              ",000001400,0       ,0       ,0       ,ZAMBRITISA S.A.                                             ,"MAPASINGUE OESTE, CALLE TERCERA 438                         ",GUAYAQUIL                               ,                                
I0482019000879901,2019,11,46,2019-11-14,0306179900,ANCLA Y VIENTO S.A.                     ,001-004-000000,CARTAGENA ESPECIAL            ,MARITIMO                 ,FRONTIER AGENCIA MAR     ,ECUADOR             ,E.E.U.U.            ,22632.00,kg                  ,100754.64,4.45,102383.55,4.52,621.36,22632.00,25272.40,"""G5IM1911189564 CLA 19675 DECLARACION 1 DE 1,FACTURA(S):001-004-000000129 , PRODUCTO: CAMAR""                            ",000001886,0       ,0       ,0       ,PESCARDEG S.A.                                              ,AV FRANCISCO DE ORELLANA ED BLUE TO                         ,GUAYAQUIL                               ,                                
I0352019000535256,2019,11,46,2019-11-15,0306179900,PROMAR PRODUCTOS DEL MAR S.A.S.         ,002-003-000013,BUENAVENTURA                  ,MARITIMO                 ,CIA TRANSPORTADORA       ,ECUADOR             ,ECUADOR             ,10313.29,kg                  ,83049.41,8.05,84654.38,8.21,774.48,10313.29,10915.80,DO 2019350065 PEDIDO TRAMITE: I2681 DECLARACION(1-1) FACTURA: 002-003-000013717 FECHA: 201                              ,000001024,0       ,0       ,0       ,EXPORT PACKERS COMPANY LIMITED                              ,"107 WALKER DRIVE, BRAMPTON,ONTARIO,                         ",ONTARIO                                 ,                                
I0352019000535257,2019,11,46,2019-11-15,0306179900,ADINAS GROUP SAS                        ,002-003-000013,BUENAVENTURA                  ,MARITIMO                 ,CIA TRANSPORTADORA       ,ECUADOR             ,ECUADOR             ,8680.00,kg                  ,59438.50,6.85,60812.30,7.01,779.42,8680.00,9153.34,DO 2019350064 PEDIDO TRAMITE: I2680 DECLARACION(1-1) FACTURA: 002-003-000013718 FECHA: 201                              ,000000868,0       ,0       ,0       ,OPERADORA Y PROCESADORA DE PRODUCTOS MARINOS OMARSA S.A     ,AV. BARCELONA S/N MUELLE OMARSA JUN                         ,ECUADOR                                 ,                                
I0482019000881302,2019,11,46,2019-11-15,0306179900,PACIFIC SEAFOOD LTDA                    ,001-004-000008,CARTAGENA ESPECIAL            ,MARITIMO                 ,HAPAG LLOYD COLOMBIA     ,ECUADOR             ,ECUADOR             ,17953.20,kg                  ,185738.48,10.35,187367.35,10.44,228.51,17953.20,20302.61,CODIGO UAP 1593 DO I72770 PEDIDO PEDIDO DO.1910 DECLARACION 1 DE 1.FACTURA(S):001-004-0000                              ,000001743,0       ,0       ,0       ,SOCIEDAD NACIONAL DE GALAPAGOS C.A SONGA                    ,"AV. LAS EXCLUSAS KM 3,5 VIA HEDA.LA                         ",GUAYAQUIL                               ,                                
I0872019000221469,2019,11,46,2019-11-15,0306179900,HICO FISH S.A.S.                        ,CI-791        ,BARRANQUILLA ESPECIAL         ,MARITIMO                 ,CARIBBEAN AMERICAN S     ,E.E.U.U.            ,E.E.U.U.            ,4535.92,kg                  ,29500.00,6.50,30212.70,6.66,417.70,4535.92,4535.92,"""2/3 DO TIM19870711 DO 2019 116 PI 78, FACTURA COMERCIAL: CI-791 DE 2019-11-04. CONCEPTO DE""                            ",000001890,4       ,0       ,0       ,CORACLE INCORPORATION                                       ,40 SW 13 ST OF 703 MIAMI FL 33130                           ,MIAMI                                   ,                                
I0352019000538165,2019,11,47,2019-11-19,0306179900,INTERMARES L SAS                        ,001-007-000016,BUENAVENTURA                  ,MARITIMO                 ,NAVENAL LTDA             ,ECUADOR             ,ECUADOR             ,21120.00,kg                  ,116736.00,5.53,118605.37,5.62,702.01,21120.00,22880.00,"""DO I-437-BUN/2019 PEDIDO 16840 DECLARACION 1 DE 1,FACTURA(S):001-007-000016840,2,160.MERCA""                            ",000001760,0       ,0       ,0       ,INDUSTRIAL PESQUERA SANTA PRISCILA S.A.                     ,KM. 5 1/2 VIA A DAULE                                       ,GUAYAQUIL                               ,                                
I0372019000021793,2019,11,47,2019-11-19,0306179900,IMPORTADORA NARINENSE DE PESCADO S.A.S  ,001-001-000005,IPIALES                       ,TERRESTRE                ,SATENA S.A.              ,ECUADOR             ,ECUADOR             ,9500.00,kg                  ,27075.00,2.85,27310.38,2.87,35.37,9500.00,10450.00,DIM 1/1 DO1552-IP19 PEDIDO 19/11/2019 PRODUCTO : CAMARON DE CULTIVO CRUDO. CANTIDAD : 9.50                              ,000000475,0       ,0       ,0       ,PACFISH S.A.                                                ,MAPASINGUE OESTE AV. PRIEMRA #125 Y                         ,GUAYAQUIL                               ,                                
I0352019000540710,2019,11,47,2019-11-20,0306179900,CAMPEZ S.A.S.                           ,001-002-000000,BUENAVENTURA                  ,MARITIMO                 ,CIA TRANSPORTADORA       ,ECUADOR             ,ECUADOR             ,5000.00,kg                  ,31500.00,6.30,32020.75,6.40,205.75,5000.00,5454.40,"""D.O. 13683 hoja, 1/2 Producto: CAMARONES DE CULTIVO CRUDOS, Estado de conservaci?n: CONGEL""                            ",000001203,0       ,0       ,0       ,COMERCIALIZADORA INTERNACIONAL DE MARISCOS MARGRAN          ,COOP LAURA FLORES LOTIZACION DOS ESTEROS                    ,SANTO DOMINGO                           ,                                
I0352019000540714,2019,11,47,2019-11-20,0306179900,CAMPEZ S.A.S.                           ,001-002-000000,BUENAVENTURA                  ,MARITIMO                 ,CIA TRANSPORTADORA       ,ECUADOR             ,ECUADOR             ,21008.00,kg                  ,128643.20,6.12,130762.17,6.22,832.54,21008.00,22194.05,"""D.O. 13683 hoja, 2/2 Producto: CAMARON PRECOCIDO, Estado de conservaci?n: CONGELADO, Marca""                            ",000001203,0       ,0       ,0       ,COMERCIALIZADORA INTERNACIONAL DE MARISCOS MARGRAN          ,COOP LAURA FLORES LOTIZACION DOS ESTEROS                    ,SANTO DOMINGO                           ,                                
I0352019000545510,2019,11,47,2019-11-22,0306179900,SOCIEDAD DE COMERCIALIZACION INTERNACION,002-003-000000,BUENAVENTURA                  ,MARITIMO                 ,FRONTIER AGENCIA MAR     ,ECUADOR             ,ECUADOR             ,5800.00,kg                  ,44585.80,7.69,44936.21,7.75,95.45,5800.00,6090.00,"DO 2019455 DECLARACION(1-2) VISTO BUENO AUNAP NO. VANAP-19-03373 DE 2019-10-16, VISTO BUEN                              ",000001300,0       ,0       ,0       ,ZAMBRITISA S.A.                                             ,"MAPASINGUE OESTE, CALLE TERCERA 438                         ",GUAYAQUIL                               ,                                
I0352019000545511,2019,11,47,2019-11-22,0306179900,SOCIEDAD DE COMERCIALIZACION INTERNACION,002-003-000000,BUENAVENTURA                  ,MARITIMO                 ,FRONTIER AGENCIA MAR     ,ECUADOR             ,ECUADOR             ,20200.00,kg                  ,81330.00,4.03,82506.01,4.08,362.71,20200.00,21210.00,"DO 2019455 DECLARACION(2-2) VISTO BUENO AUNAP NO. VANAP-19-03585 DE 2019-11-05, VISTO BUEN                              ",000001300,0       ,0       ,0       ,ZAMBRITISA S.A.                                             ,"MAPASINGUE OESTE, CALLE TERCERA 438                         ",GUAYAQUIL                               ,                                
I0482019000899774,2019,11,47,2019-11-22,0306179900,ANCLA Y VIENTO S.A.                     ,001-004-000000,CARTAGENA ESPECIAL            ,MARITIMO                 ,FRONTIER AGENCIA MAR     ,ECUADOR             ,ECUADOR             ,22362.00,kg                  ,118438.82,5.30,120088.95,5.37,465.74,22362.00,25002.40,"""G5IM1911190823 CLA 19703 PEDIDO DECLARACION 1 DE 1,FACTURA(S):001-004-000000133 , PRODUCTO""                            ",000001886,0       ,0       ,0       ,PESCARDEG S.A.                                              ,AV FRANCISCO DE ORELLANA ED BLUE TO                         ,GUAYAQUIL                               ,                                
I0872019000231183,2019,11,47,2019-11-22,0306179900,HICO FISH S.A.S.                        ,CI-792        ,BARRANQUILLA ESPECIAL         ,MARITIMO                 ,CARIBBEAN AMERICAN S     ,E.E.U.U.            ,E.E.U.U.            ,3628.74,kg                  ,31200.00,8.60,31799.99,8.76,287.99,3628.74,3628.74,"""1/3 DO TIM19870730 DO 2019 119 PI 80, FACTURA COMERCIAL: CI-792 DE 2019-11-13, CONCEPTO DE""                            ",000003389,4       ,0       ,0       ,CORACLE INCORPORATION                                       ,40 SW 13 ST OF 703 MIAMI FL 33130                           ,MIAMI                                   ,                                
I0372019000022172,2019,11,48,2019-11-26,0306179900,IMPORTADORA NARINENSE DE PESCADO S.A.S  ,002-001-000011,IPIALES                       ,TERRESTRE                ,SATENA S.A.              ,ECUADOR             ,ECUADOR             ,28092.00,kg                  ,169054.80,6.02,170050.07,6.05,695.28,28092.00,29070.00,"DIM 1/1 DO1572-IP19 PEDIDO 25/11/2019 , PRODUCTO : CAMARON DE CULTIVO CRUDO GRANDE, MEDIAN                              ",000001411,0       ,0       ,0       ,DEPRODEMAR CIA. LTDA.                                       ,BELLAVISTA LOS RIOS S/N Y PANAMA                            ,ESMERALDAS                              ,                                
I0372019000022210,2019,11,48,2019-11-26,0306179900,IMPORTADORA NARINENSE DE PESCADO S.A.S  ,001-001-000000,IPIALES                       ,TERRESTRE                ,SATENA S.A.              ,ECUADOR             ,ECUADOR             ,28800.00,kg                  ,57600.00,2.00,58038.00,2.02,138.00,28800.00,30240.00,DIM 1/1 DO1573-IP19 PEDIDO 25/11/2019 PRODUCTO : CAMARON DE CULTIVO CRUDO. CANTIDAD : 28.8                              ,000001440,0       ,0       ,0       ,EXPORTADORA LAMAR EXPO&LAMAR S.A.                           ,KM 16.5 S/N VIA A DAULE SOLAR 13                            ,GUAYAQUIL                               ,                                
I0482019000906891,2019,11,48,2019-11-26,0306179900,INTERMARES L SAS                        ,001-007-000016,CARTAGENA ESPECIAL            ,MARITIMO                 ,HAPAG LLOYD COLOMBIA     ,ECUADOR             ,ECUADOR             ,23460.00,kg                  ,134659.60,5.74,136686.95,5.83,680.75,23460.00,25415.00,"""DO I-993-CTG/2019 PEDIDO 16940 DECLARACION 1 DE 1,FACTURA(S):001-007-000016940,MERCANCIA N""                            ",000001955,0       ,0       ,0       ,INDUSTRIAL PESQUERA SANTA PRISCILA S.A.                     ,KM. 5 1/2 VIA A DAULE                                       ,GUAYAQUIL                               ,                                
I0372019000022264,2019,11,48,2019-11-27,0306179900,MASTERSEA SAS                           ,002005-0000028,IPIALES                       ,TERRESTRE                ,TRANSPORTE NACIONAL      ,ECUADOR             ,ECUADOR             ,15120.00,kg                  ,75297.60,4.98,76227.09,5.04,176.51,15120.00,15800.40,PRODUCTO: CAMARON DE CULTIVO PRECOCIDO VARIAS TALLAS. DESTINO: SECTOR GASTRONOMICO-PARA CO                              ,000001400,0       ,0       ,0       ,PROCESADORA DE MARISCOS DE EL ORO PROMAORO S.A.             ,PARROQUIA JELI AV EUGENIO CAJAMARCA                         ,EL ORO                                  ,                                
I0372019000022265,2019,11,48,2019-11-27,0306179900,MASTERSEA SAS                           ,002005-0000028,IPIALES                       ,TERRESTRE                ,TRANSPORTE NACIONAL      ,ECUADOR             ,ECUADOR             ,12880.00,kg                  ,70582.40,5.48,71406.31,5.54,118.09,12880.00,13459.60,PRODUCTO: CAMARON DE CULTIVO CRUDO. DESTINO: SECTOR GASTRONOMICO-PARA CONSUMO HUMANO. CANT                              ,000001400,0       ,0       ,0       ,PROCESADORA DE MARISCOS DE EL ORO PROMAORO S.A.             ,PARROQUIA JELI AV EUGENIO CAJAMARCA                         ,EL ORO                                  ,                                
I0482019000910613,2019,11,48,2019-11-27,0306179900,PACIFIC SEAFOOD LTDA                    ,001-004-000008,CARTAGENA ESPECIAL            ,MARITIMO                 ,HAPAG LLOYD COLOMBIA     ,ECUADOR             ,ECUADOR             ,18080.00,kg                  ,179375.60,9.92,181309.29,10.03,139.93,18080.00,20075.81,CODIGO UAP 1593 DO I72841 PEDIDO PEDIDO DO 1921 DECLARACION 1 DE 1.FACTURA(S):001-004-0000                              ,000001678,0       ,0       ,0       ,SOCIEDAD NACIONAL DE GALAPAGOS C.A SONGA                    ,"AV. LAS EXCLUSAS KM 3,5 VIA HEDA.LA                         ",GUAYAQUIL                               ,                                
I0372019000022422,2019,11,48,2019-11-28,0306179900,IMPORTADORA OCEANOSA S.A.S.             ,S-001-002-0000,IPIALES                       ,TERRESTRE                ,TRANSPORTE NACIONAL      ,ECUADOR             ,ECUADOR             ,11000.00,kg                  ,33000.00,3.00,33579.00,3.05,249.00,11000.00,11820.00,PRODUCTO: CAMARON DE CULTIVO CRUDO VARIAS TALLAS. DESTINO: SECTOR GASTRONOMICO-PARA CONSUM                              ,000000550,0       ,0       ,0       ,EYCO S.A                                                    ,CALLE 14 S/N Y AV 27                                        ,MANTA                                   ,                                
I0872019000237951,2019,11,48,2019-11-28,0306179900,HICO FISH S.A.S.                        ,CI-793        ,BARRANQUILLA ESPECIAL         ,MARITIMO                 ,CARIBBEAN AMERICAN S     ,E.E.U.U.            ,E.E.U.U.            ,4535.92,kg                  ,39000.00,8.60,39845.03,8.78,455.03,4535.92,4536.23,"""2/2 TIM19870764 DO 2019 122 PI 81, FACTURA COMERCIAL: CI-793 DE 2019-11-20, CONCEPTO DEL R""                            ",000002000,4       ,0       ,0       ,CORACLE INCORPORATION                                       ,40 SW 13 ST OF 703 MIAMI FL 33130                           ,MIAMI                                   ,                                
I0352019000556192,2019,11,48,2019-11-29,0306179900,INTERMARES L SAS                        ,001-007-000016,BUENAVENTURA                  ,MARITIMO                 ,NAVENAL LTDA             ,ECUADOR             ,ECUADOR             ,23508.00,kg                  ,129873.72,5.52,131777.72,5.61,605.26,23508.00,25467.00,"""DO I-438-BUN/2019 PEDIDO 16950 DECLARACION 1 DE 1,FACTURA(S):001-007-000016950,MERCANCIA N""                            ",000001959,0       ,0       ,0       ,INDUSTRIAL PESQUERA SANTA PRISCILA S.A.                     ,KM. 5 1/2 VIA A DAULE                                       ,GUAYAQUIL                               ,                                
I0372019000022537,2019,11,48,2019-11-29,0306179900,INTERNATIONAL FOOD EXPORTATION S.A.S    ,002-001-000000,IPIALES                       ,TERRESTRE                ,SATENA S.A.              ,ECUADOR             ,ECUADOR             ,9000.00,kg                  ,58810.00,6.53,59204.05,6.58,194.05,9000.00,9500.00,"DIM 1/1 DO1598-IP19 PEDIDO 29/11/2019  PRODUCTO : CAMARON DE CULTIVO CRUDO PYD IQF, TALLA                               ",000000450,0       ,0       ,0       ,CAMAR-EXPO S.A.                                             ,VIA PEDERNALES-CHAMANGA KM  4 1/2                           ,PEDERNALES                              ,                                
I0482019000923574,2019,11,48,2019-11-29,0306140000,MARISCOS ATLANTIC S.A.                  ,SA3859        ,CARTAGENA ESPECIAL            ,MARITIMO                 ,v  a  r  i  o  s         ,CHINA               ,E.E.U.U.            ,162.65,kg                  ,6120.00,37.63,6312.08,38.81,130.88,162.65,178.44,"""DO 1309-19 ,Pedido DO ATLANTIC 19-2314 ,Formato 5 de 12, Factura(s)...SA3859 17/10/2019,CR""                            ",000002047,15      ,19      ,0       ,"WISMETTAC ASIAN FOODS., INC                                 ","13409 ORDEN DRIVE , SANTA FE SPRINGS CA                     ",SANTA FE SPRINGS                        ,                                
I0352019000558212,2019,12,49,2019-12-02,0306179900,MASTERSEA SAS                           ,002005-0000029,BUENAVENTURA                  ,MARITIMO                 ,NAVENAL LTDA             ,ECUADOR             ,ECUADOR             ,26000.00,kg                  ,132847.00,5.11,135037.07,5.19,861.60,26000.00,26962.00,"DIM 1/1 D.O. 35204/19/ NUMERO SOLICITUD: TMR-I-0211634-20191119 DE 2019-11-19, NUMERO VIST                              ",000001300,0       ,0       ,0       ,PROCESADORA DE MARISCOS DE EL ORO PROMAORO S.A.             ,PARROQUIA JELI AV EUGENIO CAJAMARCA                         ,EL ORO                                  ,                                
I0352019000558217,2019,12,49,2019-12-02,0306179900,MASTERSEA SAS                           ,002005-0000029,BUENAVENTURA                  ,MARITIMO                 ,NAVENAL LTDA             ,ECUADOR             ,ECUADOR             ,26000.00,kg                  ,140480.00,5.40,142677.86,5.49,793.06,26000.00,26962.00,"DIM 1/1 D.O. 35205/19/ NUMERO SOLICITUD: TMR-I-0211634-20191119 DE 2019-11-19, NUMERO VIST                              ",000001300,0       ,0       ,0       ,PROCESADORA DE MARISCOS DE EL ORO PROMAORO S.A.             ,PARROQUIA JELI AV EUGENIO CAJAMARCA                         ,EL ORO                                  ,                                
I0352019000558810,2019,12,49,2019-12-02,0306179900,SOCIEDAD DE COMERCIALIZACION INTERNACION,001-001-000000,BUENAVENTURA                  ,MARITIMO                 ,FRONTIER AGENCIA MAR     ,ECUADOR             ,ECUADOR             ,27000.00,kg                  ,158210.00,5.86,160054.93,5.93,262.83,27000.00,28350.00,DO M35191100501-001 DECLARACION(1-1) MERCANCIA NUEVA DE PRIMERA CALIDAD Y CUMPLE CON EL ET                              ,000001350,0       ,0       ,0       ,EXPORTADORA LAMAR EXPO & LAMAR S.A.                         ,KM 16.5 VIA A DAULE MANZANA 56 SOLAR 13                     ,GUAYAQUIL                               ,                                
I0372019000022624,2019,12,49,2019-12-02,0306179900,COMERCIALIZADORA PUERTO AZUL S A S      ,001-001-000005,IPIALES                       ,TERRESTRE                ,SATENA S.A.              ,ECUADOR             ,ECUADOR             ,11844.00,kg                  ,50114.08,4.23,50464.65,4.26,150.57,11844.00,12440.00,DIM 1/1 DO1611-IP19 PEDIDO 02/12/2019 PRODUCTO : CAMARON DE CULTIVO CRUDO. CANTIDAD : 11.8                              ,000000600,0       ,0       ,0       ,PACFISH S.A.                                                ,MAPASINGUE OESTE AV. PRIEMRA #125 Y                         ,GUAYAQUIL                               ,                                
I0482019000927595,2019,12,49,2019-12-02,0306179900,INTERMARES L SAS                        ,001-007-000016,CARTAGENA ESPECIAL            ,MARITIMO                 ,HAPAG LLOYD COLOMBIA     ,ECUADOR             ,ECUADOR             ,23112.00,kg                  ,112761.40,4.88,114719.50,4.96,830.49,23112.00,25038.00,"""DO I-994-CTG/2019 PEDIDO 16960 DECLARACION 1 DE 1,FACTURA(S):001-007-000016960,MERCANCIA N""                            ",000001926,0       ,0       ,0       ,INDUSTRIAL PESQUERA SANTA PRISCILA S.A.                     ,KM. 5 1/2 VIA A DAULE                                       ,GUAYAQUIL                               ,                                
